"taxon","habit","root_system","height_min","height_low","height_high","height_max","height_unit","inflorescence_type","inflorescence_shape","inflorescence_length_min","inflorescence_length_low","inflorescence_length_high","inflorescence_length_max","inflorescence_length_unit","inflorescence_width_min","inflorescence_width_low","inflorescence_width_high","inflorescence_width_max","inflorescence_width_unit","inflorescence_peduncle_length_min","inflorescence_peduncle_length_low","inflorescence_peduncle_length_high","inflorescence_peduncle_length_max","inflorescence_peduncle_length_unit","flower_merosity","pedicel_length_min","pedicel_length_low","pedicel_length_high","pedicel_length_max","pedicel_length_unit","pedicel_width_min","pedicel_width_low","pedicel_width_high","pedicel_width_max","pedicel_width_unit","bisexual_flowers_presence","male_flowers_presence","heteromorphic_flower_presence","sterile_flower_presence","calyx_shape","calyx_length_min","calyx_length_low","calyx_length_high","calyx_length_max","calyx_length_unit","calyx_lobe_length_min","calyx_lobe_length_low","calyx_lobe_length_high","calyx_lobe_length_max","calyx_lobe_length_unit.","corolla_length_min","corolla_length_low","corolla_length_high","corolla_length_max","corolla_length_unit","corolla_lobe_length_min","corolla_lobe_length_low","corolla_lobe_length_high","corolla_lobe_length_max","corolla_lobe_length_unit","corolla_lobe_width_min","corolla_lobe_width_low","corolla_lobe_width_high","corolla_lobe_width_max","corolla_lobe_width_unit","stamen_count","filament_length_min","filament_length_low","filament_length_high","filament_length_max","filament_length_unit","filament_color","anther_gland_presence","stemonozone_presence","stamen_tube_presence","staminal_tube_presence","intrastaminal_nectary_presence","nectary_presence"
"Calliandra_umbellifera","shrubs",NA,NA,"1","3",NA,"m","umbellate units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","3",NA,"cm",NA,NA,"10","17",NA,"mm",NA,"0.25","0.4",NA,"mm",NA,NA,"yes",NA,"campanulate or campanulate-patelliform","1.6",NA,"2.4",NA,"mm",NA,"0.7","1.1",NA,"mm",NA,"8.5","9.5",NA,"mm",NA,"2.5","3.5",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,"cm","whitish",NA,"present",NA,NA,NA,""
"Calliandra_imperialis","shrubs",NA,NA,NA,NA,NA,NA,"umbels","subglobose",NA,NA,NA,NA,NA,"1.5",NA,"2",NA,"mm",NA,"7","14",NA,"mm","5","7","7","9","9","mm","0.3","0.3","0.4","0.4","mm","yes","yes","yes",NA,"campanulate",NA,"5","7",NA,"mm",NA,NA,NA,NA,NA,NA,"6.5","6.5",NA,"mm",NA,"2.8","2.8",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"4.5",NA,NA,"cm",NA,NA,"present",NA,NA,NA,""
"Calliandra_concinna","shrubs",NA,NA,"1","2",NA,"m","capitula","umbelliform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","38",NA,"mm",NA,"1.5",NA,"4",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"No",NA,"campanulate","1.8","1.8","2.3","2.3","mm","0.4","0.4","0.9","0.9","mm",NA,"5","6.5",NA,"mm",NA,"1.9","2.3",NA,"mm",NA,NA,NA,NA,NA,NA,"18","18","28","28","mm","red",NA,"present",NA,NA,NA,""
"Calliandra_squarrosa","shrubs",NA,"3",NA,"20",NA,"dm","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8",NA,"2",NA,"cm",NA,"0.3","0.3","0.5","0.5","mm","0.6","0.6","0.6","0.6","mm",NA,NA,"yes",NA,"turbinate-campanulate","2",NA,"3.8",NA,"mm","0.35",NA,"1.5",NA,"mm",NA,"5.5","8",NA,"mm",NA,"1.5","2",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"cm","red",NA,"present",NA,NA,NA,""
"Calliandra_glaziovii","Shrubs",NA,NA,NA,NA,NA,NA,"capituliform racemes","globose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","8","25","25","mm","5","0.9","0.9","1.5",NA,"mm","0.9","0.9","1.2",NA,"mm",NA,NA,"homomorphic",NA,"deeply campanulate","4","4","4.5",NA,"mm",NA,"1.1","1.1",NA,"mm",NA,"8.5","12.5",NA,"mm",NA,"2.5","4.2",NA,"mm",NA,"1.7","3",NA,"mm",NA,"28","32","42",NA,"mm","red-purple",NA,"present",NA,"present","absent",""
"Calliandra_depauperata","shrubs",NA,NA,"2","9","2","dm","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","3","16","mm",NA,NA,"1","3","16","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"deeply campanulate","1.7","1.7","2.1","2.1","mm","0.4","0.4","0.65","0.65","mm",NA,"3","4.2",NA,"mm",NA,"0.5","0.6",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"8.5","12",NA,"mm","crimson",NA,"present",NA,NA,NA,""
"Calliandra_silvicola","arborescent shrubs",NA,NA,NA,"3",NA,"m","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,"35",NA,"mm","5",NA,NA,"0.3",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"homomorphic",NA,"campanulate","1.2","1.2","1.8","1.8","mm","0.3","0.3","0.7","0.7","mm",NA,"4","5",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","15","20","20","mm","pink or carmine",NA,NA,"filaments united in fascicles",NA,NA,""
"Calliandra_surinamensis","shrubs",NA,"0.7","1.5","6","10","m","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","0.7","2","2","cm","4 (5)-merous","0.2","0.2","0.8","0.8","mm","0.4","0.4","1","1","mm","present","present","present","neuter",NA,"1.5","1.8","3.2","3.4","mm","0.15",NA,"1",NA,"mm","5","5.4","10.5","11.4","mm","0.6","0.8","2.4","3.3","mm",NA,NA,NA,NA,NA,NA,NA,"24","48","52","mm","pallid proximally, rose-carmine distally",NA,NA,NA,NA,NA,""
"Calliandra_samik","Arborescent shrubs",NA,NA,NA,NA,NA,NA,"capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","16",NA,"mm",NA,"0.6",NA,NA,NA,"mm","0.7","0.7","1","1","mm",NA,NA,"homomorphic",NA,NA,NA,"5.5","6",NA,"mm",NA,NA,NA,NA,NA,NA,"13","14.5",NA,"mm","3.4","3.4","4","4","mm",NA,NA,NA,NA,NA,"34",NA,"41",NA,NA,"mm",NA,NA,NA,NA,"present",NA,""
"Calliandra_purpurea","shrubs","tuberiferous roots","1.5",NA,"6",NA,"m","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 (5)-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bisexual","staminate","homomorphic",NA,"campanulate or deeply campanulate","1",NA,"2.3","3.3","mm",NA,"0.15","0.3",NA,"mm",NA,NA,NA,NA,NA,NA,"1.4","2",NA,"mm",NA,NA,NA,NA,NA,NA,"22","22","34","39","mm","red",NA,NA,NA,"present",NA,""
"Calliandra_riparia","Arborescent shrubs",NA,"1.5",NA,"6",NA,"m","capitula",NA,NA,NA,NA,NA,"mm",NA,NA,NA,NA,"mm","9","10","32","36","mm",NA,"0.1",NA,"0.8",NA,"mm","0.3","0.4","0.8",NA,"mm",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,"0.25","0.6",NA,"mm","5","5.5","8",NA,"mm","1.1",NA,"2.3",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"31","42",NA,"mm","pink or carmine",NA,NA,"present",NA,NA,""
"Calliandra_magdalenae","Trees",NA,NA,NA,"20",NA,"m","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","4 (5)-merous",NA,"0.3","0.9",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"strongly heteromorphic",NA,"campanulate","1.2","1.2","2.2","2.7","mm","0.1","0.1","0.4","0.4","mm",NA,NA,NA,NA,"mm",NA,"0.9","1.8",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"25","42",NA,"mm","pallid proximally, the tassel carmine",NA,NA,NA,NA,NA,""
"Calliandra_magdalenae_colombiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Calliandra_magdalenae_magdalenae","Colonial",NA,"50",NA,"650",NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Calliandra_caeciliae","frees",NA,NA,"2","6",NA,"m","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"15","17","mm","4 (5)-merous","0.1",NA,"0.5",NA,"mm","0.4",NA,"0.6",NA,"mm",NA,"staminate","variably homoor heteromorphic",NA,"campanulate or deeply campanulate","1.2","1.2","2.1","2.8","mm","0.1","0.1","0.25","0.25","mm",NA,NA,NA,NA,"mm",NA,"0.8","1.5",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"22","29",NA,"mm","pallid proximally, carmine",NA,NA,NA,NA,NA,""
"Calliandra_chulumania","Arborescent shrubs",NA,NA,"1.5","4",NA,"m","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","12",NA,"mm",NA,NA,"5","12",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"deeply campanulate","1.2","1.2","1.5","1.5","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm",NA,"0.6","1.4",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"2","2.3",NA,"cm","dark red-brown",NA,NA,NA,NA,NA,""
"Calliandra_carcerea","Arborescent shrubs",NA,NA,NA,NA,NA,NA,"capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","15","23","23","mm","20",NA,"0.3",NA,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"campanulate",NA,"2.5","2.8",NA,"mm",NA,"0.5","0.5",NA,"mm",NA,NA,NA,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,"20",NA,NA,"mm","vivid red",NA,NA,NA,NA,NA,""
"Calliandra_pityophila","shrublets",NA,NA,NA,"5",NA,"dm","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3",NA,"cm","5","0.7","0.7","1","1","mm","0.4","0.4","0.4","0.4","mm",NA,NA,NA,NA,NA,"1","1","1.15",NA,"mm","0.2","0.2","0.3",NA,"mm",NA,"6","6",NA,"mm",NA,"1.4","1.4",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"26",NA,NA,"mm","red",NA,"present",NA,NA,"present",""
"Calliandra_colimae","shrubs",NA,NA,"1",NA,NA,"m","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2.5",NA,"cm","4 (5)-merous",NA,"0","0.6",NA,"mm",NA,"0.6","0.6",NA,"mm",NA,NA,NA,NA,"campanulate","1.5","1.5","1.8","1.8","mm","0.3","0.3","0.9","0.9","mm",NA,"6","7",NA,"mm",NA,"0.3","1",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"29",NA,NA,"mm","crimson-orange",NA,"present",NA,NA,"present",""
"Calliandra_hintonii","Shrubs",NA,NA,"3",NA,NA,"m","capitulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2.5",NA,"cm","5","0.2","0.2","0.6","0.6","mm","0.3","0.3","0.5","0.5","mm","bisexual",NA,"homomorphic",NA,"campanulate","1.6","1.6","2","2","mm","0.2","0.2","0.3","0.3","mm",NA,"6.6","7",NA,"mm",NA,NA,"2",NA,"mm",NA,NA,NA,NA,NA,"16","16","16","17.5","17.5","mm","red",NA,"present",NA,"present","present",""
"Calliandra_conferta","shrubs",NA,NA,"1","3",NA,"dm","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5","20",NA,"mm","5",NA,"0","0.2",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"campanulate","1","1","1.8","1.8","mm","0.35","0.35","0.6","0.6","mm","3.5","3.8","5.2",NA,"mm",NA,"0.9","1.7",NA,"mm",NA,NA,NA,NA,NA,NA,"7.5",NA,"14",NA,"mm","pale pink or whitish",NA,"present",NA,NA,"absent",""
"Calliandra_selloi","shrubs",NA,NA,"1.5","2",NA,"m","capitula","claviform or subglobase","1","1","2","2","mm",NA,NA,NA,NA,NA,"4","5","14","22","mm",NA,"0.1",NA,"0.7",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"heteromorphic",NA,"campanulate or turbinate-campanulate","0.9","0.9","1.8","1.8","mm",NA,"0.2","0.5","0.5","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","25","32",NA,"mm","whitish proximally, pinkor crimson-tipped (exceptionally all white)",NA,"present",NA,NA,NA,""
"Calliandra_staminea","shrubs",NA,NA,NA,NA,NA,NA,"capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","7","13","13","mm","4 (5)-merous","1","1","1.6",NA,"mm",NA,"0.4","0.4",NA,"mm",NA,NA,"present",NA,"campanulate","2","2","2.8",NA,"mm","0.3","0.3","0.4",NA,"mm",NA,"6","6.5",NA,"mm",NA,"1.5","1.8",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"3","3.3",NA,"cm","pink",NA,"present",NA,NA,NA,""
"Calliandra_sessilis","suffruticose","creeping rhizome",NA,"1","2","3","m","capitula","hemispherical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"campanulate or turbinate-campanulate","1.9","1.9","3.1","3.1","mm","0.15","0.15","0.5","0.5","mm","4.3","4.5","6.8",NA,"mm","1.2",NA,"2.5",NA,"mm","0.8",NA,"1.6",NA,"mm",NA,NA,NA,NA,NA,NA,"pink or crimson",NA,"present",NA,NA,"present",""
"Calliandra_spinosa","shrubs and treelets",NA,NA,NA,"3",NA,"m","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","13",NA,"mm","4 (5)-merous",NA,NA,"0.4",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"present",NA,"campanulate or cuncate-campanulate","1.1","1.4","2.2",NA,"mm",NA,"0.2","0.3",NA,"mm","3.6","3.6","5.8","5.8","mm","0.8","0.8","1.2","1.2","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"white-rubescent",NA,"present",NA,NA,"present",""
"Calliandra_duckei","shrubs or treelets",NA,NA,NA,NA,NA,NA,"capitula","umbelliform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","18","18","mm","5","1",NA,"2.3",NA,"mm","0.2",NA,"0.3",NA,"mm",NA,NA,"yes",NA,"turbinate-campanulate",NA,"1.4","1.4",NA,"mm",NA,"0.25","0.25",NA,"mm",NA,"4","4",NA,"mm",NA,"1.7","2",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"17",NA,NA,"mm",NA,NA,"present",NA,NA,NA,""
"Calliandra_blanchetii","Subshrubs or shrubs",NA,NA,NA,NA,NA,NA,"capitula",NA,"1.5",NA,"3",NA,"mm","1.5",NA,"2",NA,"mm","1.2",NA,"2.5",NA,"cm","4 (5)-merous","3",NA,"5.5",NA,"mm","0.3",NA,"0.5",NA,"mm",NA,NA,NA,NA,"turbinate-campanulate","2",NA,"4.3",NA,"mm",NA,NA,NA,NA,NA,"6.3",NA,"8",NA,"mm","2.2",NA,"3",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"2.8","5",NA,"cm","pink",NA,"present",NA,NA,"absent",""
"Calliandra_aeschynomenoides","shrubs",NA,NA,NA,"2",NA,"m","capitula","hemispherical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"5",NA,"cm","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"campanulate","2","2","2.2",NA,"mm","0.5","0.5","0.8",NA,"mm","4.2","4.2","4.4","4.4","mm",NA,NA,NA,NA,"mm",NA,NA,NA,NA,"mm","12",NA,NA,"23",NA,"mm",NA,NA,"present",NA,NA,"present",""
"Calliandra_biflora","herbaceous subshrubs","shortly buried caudex",NA,"3","6",NA,"dm","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","9.5",NA,"mm","5",NA,NA,NA,"0.25","mm",NA,"0.4",NA,NA,"mm",NA,NA,NA,NA,"campanulate","2","2","2.3",NA,"mm",NA,"0.85","1",NA,"mm",NA,"5","5.6",NA,"mm",NA,"1.8",NA,NA,"mm",NA,NA,NA,NA,NA,NA,NA,"18","21",NA,"mm","whitish",NA,"present",NA,NA,NA,""
"Calliandra_chilensis","shrublets",NA,NA,"3","10",NA,"dm","capitula","compactly umbelliform",NA,"1","2",NA,"mm",NA,NA,NA,NA,NA,NA,"6","17",NA,"mm","4-6-merous","0.25","0.25","0.5","0.5","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.4","3",NA,"mm",NA,"0.5","1.3",NA,"mm","4.3","4.3","5.5","5.5","mm","1.2","1.2","2","2","mm",NA,NA,NA,NA,NA,NA,NA,"11","16",NA,"mm",NA,NA,"present",NA,"present",NA,""
"Calliandra_pauciflora","shrubs",NA,NA,"3","10","6","m","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","4 (5)-merous",NA,NA,NA,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"campanulate or narrowly campanulate",NA,"2.1","3.4",NA,"mm",NA,"0.8","1.4",NA,"mm","3.5","4.1","6",NA,"mm","0.8","0.8","1.4","1.4","mm",NA,NA,NA,NA,NA,NA,NA,"14","17",NA,"mm","pink, red, or purple-violet",NA,"present",NA,NA,NA,""
"Calliandra_enervis","arborescent shrubs",NA,NA,"12","12",NA,"m","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5","1.5",NA,"mm","4 (5)-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"campanulate","1.7","1.7","2","2","mm",NA,"0.6","0.8",NA,"mm",NA,"3.7","4",NA,"mm",NA,"1.5","2",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"12","14",NA,"mm","red",NA,"present",NA,NA,NA,""
"Calliandra_medellinensis",NA,NA,NA,NA,NA,NA,NA,"capitula",NA,NA,"1.5","4.5",NA,"cm",NA,NA,NA,NA,NA,"1.5",NA,"4.5",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"2","2","2.5",NA,"mm",NA,NA,NA,NA,NA,NA,"7.2","8.2",NA,"mm",NA,"1.4","2",NA,"mm",NA,NA,NA,NA,NA,NA,"3.2","3.2","3.6","3.6","cm","pallid",NA,NA,NA,NA,NA,""
"Calliandra_mollissima","shrubs and treefets",NA,"2",NA,"4",NA,"m","capitula",NA,NA,"11","27",NA,"mm",NA,NA,NA,NA,NA,"6","11","27",NA,"mm","4 (5)-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,"campanulate","1.4","1.4","2","2","mm","0.15","0.15","0.4","0.4","mm",NA,"4.3","5.4",NA,"mm",NA,"0.6","1.6",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"26","33",NA,"mm","white",NA,"present",NA,NA,"present",""
"Calliandra_guildingii","Macrophyllidious trees",NA,NA,"20",NA,NA,"m","capitula",NA,NA,NA,NA,NA,NA,"1.5",NA,"3",NA,"mm",NA,NA,NA,NA,"","4 (5)-merous","0.15",NA,"0.5",NA,"mm","0.4",NA,"0.8",NA,"mm",NA,"present","present",NA,"campanulate","1.3","1.3","3","3","mm","0.1","0.1","0.4","0.4","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","staminal tube","slender, either included or rarely exserted staminal tube","",""
"Calliandra_falcata","trees",NA,"2","3","6","8","m","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,"43",NA,"mm","4 (5)-merous","0.1",NA,"0.5",NA,"mm","0.4",NA,"0.9",NA,"mm",NA,NA,"yes",NA,"campanulate","1.3","1.3","2.8","2.8","mm",NA,"0.2","0.4","0.4","mm",NA,"7","11",NA,"mm","1.3","2.1","4.2",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"32","45",NA,"mm","dark red or crimson",NA,"present","present",NA,"absent",""
"Calliandra_haematocephala","shrubs",NA,"1",NA,"5",NA,"m","capitula","hemispherical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cm","4 (5)-merous","0.3","0.5","1.2",NA,"mm","0.6",NA,"1.5",NA,"mm",NA,NA,NA,NA,"campanulate","1","1.4","2.3","2.9","mm",NA,NA,NA,"0.5","mm","5","6.5","11.3","12","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","crimson-scarlet",NA,NA,"filaments monocyclic, several of them separating from the tube below its orifice",NA,NA,""
"Calliandra_haematocephala_haematocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Calliandra_haematocephala_boliviana","shmib",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Calliandra_erythrocephala","trees",NA,NA,"3","5",NA,"m","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2.5","6",NA,"cm","4 (5)-merous",NA,"0.5","0.7",NA,"mm","0.9","0.9","1.1",NA,"mm",NA,NA,NA,NA,"campanulate subtumid","2.2","2.2","2.7","2.7","mm","0.3","0.3","0.3","0.3","mm",NA,"11","13",NA,"mm",NA,"1","2.8",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"cm",NA,NA,NA,NA,NA,NA,""
"Calliandra_rhodocephala",NA,NA,"2.5",NA,"5.5",NA,"m","capitula","globose in bud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","28",NA,"mm","4","0.3","0.3","0.7","0.7","mm","0.5","0.5","0.7","0.7","mm",NA,NA,"homomorphic",NA,"campanulate or turbinate-campanulate","2","2","4","4","mm","0.2","0.2","0.4","0.4","mm","6.5","6.5","10.3","10.3","mm","2.8","2.8","4","4","mm",NA,NA,NA,NA,NA,NA,NA,"26","31",NA,"mm","red",NA,NA,NA,NA,"present",""
"Calliandra_trinervia","shrubs and trees",NA,NA,NA,"10",NA,"m","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.35","10","40",NA,"mm","4 (5)-merous",NA,NA,"0.7",NA,"mm",NA,NA,NA,NA,NA,"few","many","present",NA,"campanulate","0.8",NA,"3.7",NA,"mm","0.15",NA,"0.4",NA,"mm","5.5","5.5","12.5","14","mm","1","1.2","2.8",NA,"mm",NA,NA,NA,NA,NA,NA,"21","25","52",NA,"mm","pink or cacmine, exceptionally white",NA,"present",NA,NA,"present",""
"Calliandra_trinervia_trinervia",NA,NA,NA,NA,"10",NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"campanulate to cylindric","0.8","1.5","3.7","4","mm",NA,NA,NA,NA,NA,NA,"12.5",NA,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","52",NA,"mm",NA,NA,NA,NA,NA,NA,""
"Calliandra_trinervia_carbonaria","Trees",NA,NA,NA,"7.5",NA,"m","capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3.3",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"campanulate or hemispherical","2","2","3","3","mm","0.2","0.2","0.7","0.7","mm",NA,"8.5","10",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","32",NA,"m","red",NA,NA,NA,NA,NA,""
"Calliandra_trinervia_peruicola","Arborescent",NA,NA,NA,"4","5","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.4","2.4",NA,"cm",NA,NA,NA,NA,NA,NA,"6.6","6.6",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,"7",NA,NA,"mm","red",NA,NA,"present",NA,NA,""
"Calliandra_trinervia_pilosifolia","Trees",NA,NA,"4","5",NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","0.7",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.2","4",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","52",NA,"mm","crimson or white",NA,NA,NA,NA,NA,""
"Calliandra_trinervia_paniculans","Trees",NA,NA,"4","5",NA,"m","capitulis",NA,"1",NA,"5",NA,"cm",NA,NA,NA,NA,NA,"1",NA,"5",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.3","2.3","3.3","3.3","mm",NA,"0.3","0.6","0.8","mm",NA,"5.8","8.2",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pink-carmine",NA,NA,NA,NA,NA,""
"Calliandra_trinervia_stenocylix","Trees",NA,NA,NA,"7",NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"present","present",NA,"subcylindrico elongato","6.5",NA,"8",NA,"mm",NA,NA,NA,NA,NA,NA,"13.5","14",NA,"mm",NA,"2.2","2.2",NA,"mm",NA,NA,NA,NA,NA,NA,NA,"4.7",NA,NA,"cm","pink",NA,NA,NA,NA,NA,""
