"taxon","habit","root_system","inflorescence_type","inflorescence_shape","flower_merosity","bisexual_flowers_presence","male_flowers_presence","heteromorphic_flower_presence","sterile_flower_presence","calyx_shape","stamen_count","filament_color","anther_gland_presence","stemonozone_presence","stamen_tube_presence","staminal_tube_presence","intrastaminal_nectary_presence","nectary_presence","height_mean","inflorescence_length_mean","inflorescence_width_mean","inflorescence_peduncle_length_mean","pedicel_length_mean","pedicel_width_mean","calyx_length_mean","calyx_lobe_length_mean","corolla_length_mean","corolla_lobe_length_mean","corolla_lobe_width_mean","filament_length_mean"
"Cojoba_costaricensis","Tree",NA,"capitula","globose",NA,NA,NA,"present",NA,"cylindric",NA,NA,NA,"present",NA,"present","absent","",800,0.5,NA,5,NA,NA,0.3,0.025,NA,0.15,NA,NA
"Cojoba_sophorocarpa","Shrubs or trees",NA,"capitula","globose or obovoid","(5-)6—-7-merous",NA,NA,NA,NA,"cylindric","66",NA,NA,"present",NA,"present",NA,"",1000,0.3,NA,7.4,NA,NA,0.375,0.04,1.3,0.125,NA,2
"Cojoba_rufescens","arborescent shrubs and trees",NA,"capitula","globose","5-merous",NA,NA,"present",NA,"deeply narrowly campanulate or a little dilated beyond middle and turbinate-campanulate","15",NA,NA,"present",NA,NA,NA,"",950,NA,0.4,2.7,NA,NA,0.13,0.025,0.8,0.13,NA,1.4
"Cojoba_graciliflora","shrubs, trees",NA,"capitula","globose","5-merous",NA,NA,NA,NA,"cylindrical-campanulate","21",NA,NA,"present",NA,"present",NA,"",100,NA,NA,5.3,NA,NA,0.375,0.05,1.25,0.1375,NA,1.75
"Cojoba_filipes","shrubs",NA,"capitula",NA,"5- merous",NA,NA,NA,NA,"narrowly campanulate","38",NA,NA,"present",NA,NA,NA,"",550,NA,NA,7.25,NA,NA,0.285,0.025,1.225,0.155,0.085,2.45
"Cojoba_zanonii","trees",NA,"capitula","globose","5-merous",NA,NA,NA,NA,"campanulate","35",NA,NA,NA,"present",NA,NA,"",950,NA,0.225,5,NA,NA,0.08,NA,0.575,0.11,NA,1.025
"Cojoba_bahorucensis","shrubs or trees",NA,"capitula","globose","5-merous",NA,NA,NA,NA,"tubular","43",NA,NA,"lacking",NA,NA,NA,"",500,NA,NA,4.3,0.03,NA,0.215,0.02,0.85,0.09,NA,NA
"Zygia_claviflora","Slender multifoliolate cauliflorous trees",NA,"capitula",NA,NA,NA,NA,NA,NA,"campanulate",NA,"red or pink",NA,"present",NA,"present",NA,"",650,NA,NA,0.25,NA,NA,0.08,0.015,0.8,0.11,NA,2.7
"Zygia_palustris","treelets",NA,"capitula",NA,"5-merous",NA,NA,NA,NA,"campanulate","56","pink",NA,"present",NA,NA,NA,"",300,NA,NA,0.35,0.35,NA,0.26,0.02,1.175,0.18,NA,2.4
"Zygia_potaroensis","cauliflorous sreelets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zygia_basijuga","trees",NA,"capitula",NA,"(4-)5-merous",NA,NA,NA,NA,"campanulate",NA,"white",NA,"present",NA,NA,NA,"",15,NA,NA,0.55,0.55,NA,0.15,0.01,1.175,0.16,NA,2.65
"Zygia_lathetica","Slender trees",NA,"pseudoracemes",NA,NA,NA,NA,NA,NA,"campanulate",NA,"lilac",NA,"present",NA,NA,NA,"",1050,2.5,NA,1.15,1.15,NA,0.215,0.0175,1.65,0.235,NA,3.8
"Zygia_racemosa","trees",NA,"capitula",NA,"5-merous",NA,NA,NA,NA,"campanulate or hemisphericat","22","ochroleucous, whitish, yellow-tipped, or orange",NA,"present",NA,NA,NA,"",1900,0.1,NA,0.7,NA,NA,0.09,0.01,0.375,0.085,NA,1.325
"Zygia_ocumarensis","trees",NA,"capitula","hemispherical","5- merous",NA,NA,"present",NA,"campanulate",NA,NA,NA,NA,NA,"present",NA,"",NA,1.75,NA,2.3,NA,NA,0.265,0.05,0.8,0.07,NA,1.5
"Zygia_dinizii","trees",NA,"spikes",NA,"5-merous",NA,NA,NA,NA,"campanulate","20",NA,NA,"present",NA,NA,NA,"",700,1.3,NA,1.3,NA,NA,0.25,0.03,NA,0.14,0.075,NA
"Zygia_transamazonica",NA,NA,"capitula","subglobose",NA,NA,NA,NA,NA,"ovoid-campanulate","30",NA,NA,"present","present",NA,NA,"",NA,0.125,NA,0.4,0.4,NA,0.17,0.03,0.65,0.1,NA,NA
"Zygia_steyermarkii","trees",NA,"capitula","short-oblong",NA,NA,NA,NA,NA,"campanulate","54",NA,NA,NA,"present",NA,NA,"",NA,NA,NA,6.75,6.75,NA,0.265,NA,0.975,0.16,NA,1.9
"Zygia_collina","trees",NA,"spikes",NA,"(4-)5-merous",NA,NA,NA,NA,"campanulate","26","ochroleucous",NA,"present",NA,NA,NA,"",2050,1.1,NA,NA,NA,NA,0.235,0.0225,0.85,0.11,NA,1.8
"Zygia_tetragona","trees",NA,"spikes",NA,NA,NA,NA,NA,NA,"campanulate","34","reddish distally",NA,"present","present",NA,NA,"",2050,1.05,NA,NA,NA,NA,0.195,0.0425,0.6,0.155,NA,1.675
"Zygia_eperuetorum","trees",NA,"condensed panicle of racemes",NA,"5-merous",NA,NA,NA,NA,"deeply campanulate",NA,NA,NA,NA,NA,NA,NA,"",750,0.55,NA,0.55,0.165,0.0375,0.235,NA,0.975,0.15,NA,NA
"Zygia_sabatieri","trees",NA,"capitula","umbelliform",NA,NA,NA,NA,NA,"campanulate","28","pink",NA,"present",NA,NA,NA,"",1200,3.25,0.05,3.25,0.115,0.0225,0.1,0.02,0.675,0.05,NA,NA
"Zygia_coccinea","trees",NA,"spikes",NA,"5-merous",NA,"likely",NA,NA,"campanulate or crateriform",NA,"white, ochroleucous, pink or crimson",NA,NA,"present",NA,NA,"",800,24.5,NA,24.5,0.0275,NA,0.16,0.02,1,0.1025,NA,2.65
"Zygia_coccinea_oriunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"white or ochroleucous",NA,NA,NA,NA,NA,"",93000,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,1.75
"Zygia_coccinea_coccinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pink or crimson",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0.825,NA,NA,2.2
"Zygia_coccinea_macrophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bright pink or crimson",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.24,NA,NA,3.5
"Zygia_heteroneura","Slender macrophyllous cauliflorous srees",NA,"spicate inflotescence",NA,"5—6-merous",NA,NA,NA,NA,"shallowly campanulate-patelliform","130",NA,NA,"present",NA,NA,NA,"",650,12,NA,12,NA,NA,0.085,0.025,0.55,0.265,NA,NA
"Zygia_dissitiflora","trees",NA,"spikes",NA,NA,NA,NA,NA,NA,"campanulate","54",NA,NA,"present",NA,NA,NA,"",650,42.5,NA,42.5,0.095,0.075,0.25,0.055,0.775,NA,NA,NA
"Zygia_picramnioides","tree",NA,"spikes",NA,NA,NA,NA,NA,NA,"campanulate","60","white",NA,NA,NA,NA,NA,"",750,23.5,NA,23.5,0.03,NA,0.115,0.02,0.85,0.2,NA,NA
"Zygia_multipunctata","trees",NA,"fl-spikes",NA,NA,NA,NA,NA,NA,"obconic-campanulate",NA,"white",NA,"present",NA,NA,NA,"",500,25,NA,25,0.025,0.065,0.085,0.02,0.825,0.09,NA,2.175
"Zygia_bifoliola","arborescent",NA,"spike",NA,"55-60- merous",NA,NA,NA,NA,"campanulate",NA,NA,NA,NA,NA,NA,NA,"",NA,45,NA,NA,0.04,0.06,0.1,NA,1.1,0.14,NA,NA
"Zygia_confusa","trees",NA,"fl-spikes","elongate",NA,NA,NA,NA,NA,"deeply campanulate",NA,"white",NA,NA,NA,NA,"mm","",1200,15.5,NA,NA,NA,NA,0.25,0.02,0.8,0.085,NA,1.85
"Zygia_bangii","trees",NA,"spiciform racemes",NA,"54-merous",NA,NA,NA,NA,"crateriform","54",NA,NA,"present","present",NA,NA,"",NA,17,NA,NA,0.04,0.075,0.05,NA,0.925,0.15,NA,2.8
"Zygia_odoratissima","Slender trees",NA,"flspikes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,6,NA,6,NA,NA,0.1,NA,0.4,NA,NA,NA
"Zygia_rubiginosa","Trees",NA,"spiciform",NA,NA,NA,NA,NA,NA,"cupuliform","30","white",NA,NA,NA,"present","present","",1000,10.5,NA,10.5,NA,NA,0.115,NA,0.525,NA,NA,1
"Zygia_lehmannii","trees",NA,"racemes",NA,NA,NA,NA,NA,NA,"hemispherical or shallowly campanulate",NA,NA,NA,NA,NA,NA,"present","",600,3.25,0.3,1.65,0.3,NA,0.205,0.015,1.775,0.415,0.275,NA
"Zygia_hernandezii","trees",NA,"racemes",NA,"5-merous",NA,NA,NA,NA,"hemispherical",NA,NA,NA,"present",NA,NA,"present","",750,1.1,0.15,NA,1.43,0.0375,0.165,NA,1.15,0.25,NA,NA
"Zygia_andaquiensis",NA,NA,"racemose",NA,"3-merous",NA,NA,NA,NA,NA,"63",NA,NA,NA,NA,"present",NA,"",30000,8,NA,2,0.3,NA,0.4,NA,1.9,NA,NA,2.45
"Zygia_vasquezii","shrubs",NA,"racemose",NA,"74-merous",NA,NA,NA,NA,"shallowly campanulate","74","pink",NA,"present","present","present","present","",300,3,NA,3,0.2,0.05,0.225,0.0575,0.9,0.2,NA,NA
"Zygia_juruana","cauliflorous frees",NA,"capitula",NA,NA,NA,NA,NA,NA,"deeply campanulate","40","pink or carmine",NA,NA,NA,NA,"present","",1200,NA,NA,0.8,0.8,NA,0.425,0.04,0.8,0.15,NA,1.75
"Zygia_macbridei","cauliflorous trees",NA,"spikes",NA,NA,NA,NA,NA,NA,"campanulate","32",NA,NA,NA,NA,"present",NA,"",400,1.75,NA,NA,NA,NA,0.265,0.03,NA,0.135,NA,NA
"Zygia_trunciflora","Macrophyllous cauliflorous trees",NA,"spiciform",NA,"5-merous",NA,NA,NA,NA,"campanulate","30","pink",NA,"present",NA,NA,NA,"",75,2,NA,2,0.05,NA,0.33,0.0225,0.975,0.145,NA,2.2
"Zygia_megistocarpa","cauliflorous trees",NA,"spiciform inflorescence",NA,NA,NA,NA,NA,NA,"campanulate","100","pink",NA,NA,NA,NA,NA,"",550,3,NA,3,NA,NA,0.2,0.03,NA,NA,NA,3.1
"Zygia_inaequalis","cauliflorous trees and treelers",NA,"","","","","","","","",NA,"",NA,"","","","","",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zygia_guinetii","shrubs",NA,"capitula",NA,NA,NA,NA,NA,NA,"symmetrically or asymmetrically campanulate","37",NA,NA,"present",NA,NA,"present","",400,NA,NA,0.3,0.3,NA,0.105,NA,0.885,0.175,NA,NA
"Zygia_peckii","trees",NA,"capitula",NA,"5-merous",NA,NA,NA,NA,"campanulate",NA,NA,NA,"present",NA,NA,"present","",650,NA,NA,0.65,0.65,NA,0.26,0.04,0.725,0.14,NA,NA
"Zygia_cognata","Macrophytlous ivees",NA,"capitula or short racemiform spikes",NA,"5-merous",NA,NA,NA,NA,"campanulate",NA,NA,NA,"obscure",NA,NA,"present","",550,NA,NA,0.7,0.06,0.0525,0.175,0.025,0.875,0.115,NA,NA
"Zygia_engelsingii","trees",NA,"capitula or short spikes",NA,"5-merous",NA,NA,NA,NA,"campanulate","50",NA,NA,NA,"present","present","present","",750,NA,NA,0.6,0.6,NA,0.3,0.04,NA,NA,NA,NA
"Zygia_rhytidocarpa","arborescent shrubs",NA,"capitula",NA,NA,NA,NA,NA,NA,"campanulate","24",NA,NA,NA,NA,"present",NA,"",900,NA,NA,0.35,NA,NA,0.265,0.02,0.675,0.07,NA,1.75
"Zygia_brenesii","Arborescent shrubs",NA,"racemes",NA,"5- merous",NA,NA,NA,NA,"campanulate or deeply campanulate","54",NA,NA,"present",NA,NA,"present","",900,2.05,NA,2.05,0.28,0.05,0.3,0.025,1.95,0.315,NA,NA
"Zygia_morongii","arborescent shrubs",NA,"capitula",NA,"5- or 10-nerved",NA,NA,NA,NA,"campanulate",NA,"pink",NA,NA,NA,NA,NA,"",650,NA,NA,0.375,0.375,NA,0.225,0.025,NA,0.17,NA,NA
"Zygia_ampla","trees",NA,"capituliform spikes",NA,NA,NA,NA,NA,NA,NA,NA,"pink or crimson",NA,NA,NA,"present",NA,"",700,3.25,NA,0.3,0.3,NA,NA,NA,0.56,0.095,NA,1.8
"Zygia_cupirensis","frees",NA,"spikes",NA,NA,NA,NA,NA,NA,"subhemispherical","38",NA,NA,NA,NA,NA,NA,"",50000,1.1,NA,1.1,NA,NA,0.07,0.025,NA,0.08,NA,2.2
"Zygia_cataractae","arborescent shrubs and slender trees",NA,"capitula or capituliform spikes",NA,NA,NA,NA,NA,NA,"shallow-cupular to deeply campanulate",NA,"white",NA,NA,NA,NA,NA,"",700,NA,NA,0.5,0.5,NA,0.16,NA,0.725,0.115,NA,1.85
"Zygia_longifolia","trees",NA,"spikes",NA,"5(-10)-nerved",NA,NA,NA,NA,"campanulate","30","whitish",NA,NA,"present",NA,NA,"",1300,NA,NA,NA,NA,NA,0.105,0.0325,NA,0.095,NA,1.775
"Zygia_paucijugata","Arborescent shrubs",NA,"capitula",NA,NA,NA,NA,NA,NA,"campanulate",NA,NA,NA,"present",NA,NA,"present","",700,NA,NA,1,NA,NA,0.19,0.065,0.725,0.1,NA,NA
"Zygia_conzattii","shrubs",NA,"capitula or short dense spikes",NA,NA,NA,NA,NA,NA,"campanulate, deeply campanulate, or cylindric",NA,NA,NA,NA,NA,NA,NA,"",1000,0.625,NA,0.45,0.45,NA,0.21,NA,NA,0.105,NA,1.3
"Zygia_turneri","trees",NA,"capitula","hemispherical",NA,NA,NA,NA,NA,"deeply campanulate",NA,NA,NA,NA,NA,"present",NA,"",1000,NA,NA,1.15,1.15,NA,0.25,NA,0.8,0.1,NA,2
"Zygia_latifolia","arborescent shrubs",NA,"capitula or short spikes",NA,NA,NA,NA,NA,NA,"shallowly to deeply campanulate",NA,"white, pink, crimson",NA,NA,NA,NA,NA,"",850,NA,NA,0.15,NA,NA,0.145,0.035,0.625,NA,NA,NA
"Zygia_cauliflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zygia_latifolia_latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zygia_latifolia_lasiopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hemispherical or campanulate",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,0.105,NA,0.6,NA,NA,NA
"Zygia_latifolia_controversa",NA,NA,"capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,NA,NA,NA,0.19,NA,0.665,NA,NA,NA
"Zygia_latifolia_glabrata",NA,NA,"spikes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0.7,NA,0.75,NA,NA,0.165,NA,0.625,NA,NA,NA
"Zygia_garciabarrigae","tree",NA,"capituliform units",NA,"4-merous",NA,NA,NA,NA,"campanulate","34",NA,NA,NA,NA,NA,NA,"",400,NA,NA,1.6,NA,NA,0.2,0.03,0.65,0.2,NA,NA
"Zygia_selloi","arborescent shrub or tree",NA,"spikes",NA,"54-merous",NA,NA,NA,NA,"campanulate","54",NA,NA,"present",NA,NA,NA,"",NA,5.15,NA,2,NA,NA,0.38,NA,1.25,0.23,NA,1.65
"Zygia_biflora","srees",NA,NA,NA,NA,NA,NA,NA,NA,"narrowly campanulate",NA,"white",NA,NA,NA,NA,"present","",1100,NA,NA,0.225,0.225,NA,0.4,0.04,1.05,0.08,NA,NA
"Zygia_bisingula","trees",NA,"spikes or racemes",NA,NA,NA,NA,NA,NA,"shallowly campanulate","76","white",NA,"present",NA,NA,NA,"",650,5.25,NA,5.25,0.09,NA,0.17,0.01,1.05,0.25,0.135,NA
"Zygia_unifoliolata","shrubs and slender treelets",NA,"capitula","globose or plumply ellipsoid",NA,NA,NA,NA,NA,"cupularpatelliform",NA,"white or ochroleucous",NA,NA,NA,NA,"present","",500,0.135,NA,0.575,NA,NA,0.0425,NA,0.63,0.095,NA,NA
"Zygia_pithecolobioides","arborescent shrubs",NA,"capitula",NA,"5-nerved",NA,NA,NA,NA,"campanulate",NA,"white, pinkor purple",NA,NA,NA,"present",NA,"",400,0.85,NA,0.85,0.85,NA,0.145,0.0275,0.775,0.2,NA,2.1
"Zygia_codonocalyx","treelet",NA,"loosely spiciform",NA,NA,NA,"present",NA,"present","campanulate","370",NA,NA,"present",NA,NA,NA,"",400,25,NA,25,NA,NA,1.175,0.525,1.45,NA,NA,NA
"Zygia_obolingoides","arborescent shrubs",NA,"cluster",NA,NA,NA,NA,NA,NA,"campanulate or deeply campanulate","97",NA,NA,"present","present","present",NA,"",2550,4,NA,1.5,NA,NA,0.925,NA,1.275,NA,NA,3.45
"Inga_inundata","Slender srees",NA,"capitula","umbelliform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",800,3,NA,3,0.165,NA,0.18,NA,1.05,0.08,NA,0.2
"Vachellia_collinsii","Tree",NA,"cylindrical spike",NA,"5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1000,2.5,0.5,1.3,1.3,0.13,0.12,NA,0.13,NA,NA,0.2
"Vachellia_rorudiana","Prostrate shrub or small tree",NA,NA,NA,"5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",800,NA,NA,2.45,2.45,0.055,0.13,NA,0.235,NA,NA,0.325
"Vachellia_aroma","shrub to small tree",NA,"","","","","","","","",NA,"",NA,"","","","","",600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia_aroma","shrub or small tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",600,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia_aroma","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia_pennatula","Tree",NA,"globose head","globose","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1500,1.1,1.1,2.3,2.3,0.065,0.115,NA,0.23,NA,NA,0.375
"Vachellia_karroo","Shrub or small tree",NA,"","","","","","","","",NA,"",NA,"","","","","",1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia_nilotica","Shrub or small tree",NA,"globose head","globose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1400,1,1,2.6,NA,NA,0.14,NA,0.26,NA,NA,0.475
"Vachellia_insulaeiacobi","Tree",NA,"globose head","globose","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"present in some members","present",NA,"",1000,0.85,0.85,3,3,0.065,0.185,NA,0.275,NA,NA,2.4
"Vachellia_albicorticata","Tree",NA,"globose head","globose","5-lobed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1200,0.95,0.95,1.65,NA,NA,0.12,NA,0.215,NA,NA,4.5
"Vachellia_farnesiana","shrub to small tree",NA,"globose head","globose","5-lobed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",800,0.8,0.8,2.55,2.55,0.045,0.145,NA,0.235,NA,NA,0.45
"Vachellia_astringens","Shrub or small, flat-topped tree",NA,"globose head","globose","5-lobed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1200,0.7,NA,2.75,NA,NA,0.12,NA,0.23,NA,NA,0.45
"Vachellia_guanacastensis","shrub or small tree",NA,"globose head","globose","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",500,0.8,0.8,2,2,0.055,0.15,NA,0.22,NA,NA,0.45
"Vachellia_caven","Shrub or small tree",NA,"globose head","globose","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",850,0.85,NA,0.85,0.85,0.05,0.125,NA,0.215,NA,NA,0.375
"Vachellia_curvifructa","Shrub or small tree",NA,"globose head","globose","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,0.6,NA,2.4,NA,NA,0.12,NA,0.18,NA,NA,0.275
"Vachellia_sutherlandii","Shrub or tree",NA,"spikes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",900,4.5,NA,0.975,0.975,NA,NA,NA,NA,NA,NA,NA
"Vachellia_pachyphloia","shrub or tree",NA,"heads","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",600,NA,NA,3.15,3.15,NA,NA,NA,NA,NA,NA,NA
"Vachellia_pachyphloia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia_pachyphloia_brevipinnula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia_pallidifolia","Tree",NA,"heads","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",650,NA,NA,3.4,3.4,NA,NA,NA,NA,NA,NA,NA
"Vachellia_valida","Tree or occasionally shrub",NA,"globular heads","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1200,NA,NA,3.55,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia_bidwillii","Shrub or tree",NA,"heads","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",575,NA,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia_ditricha","Shrub or tree",NA,"heads","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",500,NA,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia_suberosa","shrub or tree",NA,"heads","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1400,NA,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA
"Vachellia_nilotica_indica","shrub or tree",NA,"heads","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1200,NA,NA,1.95,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia_farnesiana","shrub",NA,"heads","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,NA,NA,1.65,1.65,NA,NA,NA,NA,NA,NA,NA
"Senegalia_albizioides","Liane",NA,"","","","","","","","",NA,"",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_chundra","Tree",NA,"spicate",NA,NA,NA,NA,NA,NA,"cupular",NA,NA,NA,NA,NA,NA,NA,"",600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senegalia_kerrii","Liane",NA,"capitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acaciella_angustissima_angustissima","shrub or tree",NA,"subglobose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_latisepala","shrub",NA,"","","","","","","","",NA,"",NA,"","","","","",200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_pruinosa","shrub or tree",NA,"Heads",NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA,NA,NA,NA,"",600,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_debilis","shrub or tree",NA,"Heads",NA,NA,NA,NA,NA,NA,"triangular to rounded-triangular",NA,NA,NA,NA,NA,NA,NA,"",600,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_blayana","Tree",NA,"Heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_schinoides","Shrub or tree",NA,"Heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_polybotrya","shrub",NA,"racemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_chinchillensis","shrub",NA,"","","","","","","","",NA,"",NA,"","","","","",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_cangaiensis","Shrub or tree",NA,"Heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_spectabilis","Shrub or tree",NA,"racemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_glaucocarpa","Shrub or tree",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_elata","Tree",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_terminalis","shrub",NA,"racemes or false-panicles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_leptoclada","shrub",NA,"","","","","","","","",NA,"",NA,"","","","","",200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_pubescens","shrub",NA,"racemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_baileyana","Shrub or tree",NA,"racemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_jonesii","shrub",NA,"racemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_muelleriana","shrub or tree",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_cardiophylla","shrub or tree",NA,"racemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",215,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acacia_chrysotricha","Tree",NA,"Heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
